name,weat_es,type1_precision_diff,type1_recall_diff,type1_f1_diff,type2_precision_diff,type2_recall_diff,type2_f1_diff,CoNLL F1
db_weat7_overbias_0.7,1.1910128256021664,0.11758096643718718,0.11890885916943716,0.11841569608726443,0.045551237874224215,0.046856396736979056,0.04656635325701375,0.6296041431333866
db_weat7_overbias_0.8,1.2924395194010805,0.10790693893340475,0.088979452543694,0.09767664578250712,0.06678678489021761,0.048844944386090994,0.05642334124530912,0.6286877594593868
db_weat7_overbias_0.9,0.9770960979556499,0.060204152702009184,0.060771731198717815,0.06055971828704754,0.0005403331991170601,0.0016885158782335985,0.0012041003608194156,0.6290763461607195
ar_weat7_debias_reg1e-1_sim0.0_ant0.0,-0.45420682961064307,0.03400718741740316,0.025411628507603812,0.029327095668201353,0.04216737711059326,0.03486092396717466,0.03818350175885166,0.6260961090016551
ar_weat7_debias_reg1e-1_sim0.0_ant0.5,-0.8788313422029922,0.2056891884574905,0.17755691582445976,0.19066515651487753,0.09177236511158215,0.07483073758457204,0.08245636609207574,0.6263942333366868
ar_weat7_debias_reg1e-1_sim0.0_ant1.0,-0.8069456501548825,0.12910061077889445,0.1120884142555969,0.12004707149963456,0.1048191140814616,0.08504369639503684,0.09403649557612737,0.626613085901987
ar_weat7_debias_reg1e-1_sim0.5_ant0.0,-0.5826030915360481,0.02676013812409317,0.02308130633079042,0.024831294841298313,0.04993706504462936,0.054149752102968796,0.05244167105728326,0.6317273950439495
ar_weat7_debias_reg1e-1_sim0.5_ant0.5,-0.9782134527853183,0.12298299488384523,0.1079924276131708,0.11500463190753119,0.0514051366172007,0.04956605917529955,0.05070387537477572,0.6267402926531722
ar_weat7_debias_reg1e-1_sim0.5_ant1.0,-1.0079107382643708,0.14055323786973062,0.11654200673808524,0.12759228995050753,0.07739018051105762,0.0804302323636562,0.07962202795890228,0.624566844305158
ar_weat7_debias_reg1e-1_sim1.0_ant0.0,-0.875373663718702,0.1506071062016835,0.1267732855387655,0.1378150407990255,0.078243296363389,0.06704054813409793,0.07225083468897697,0.6256634502233219
ar_weat7_debias_reg1e-1_sim1.0_ant0.5,-0.9160508108286428,0.2296222649592875,0.21942805020720402,0.22440891233515603,0.041660270805731536,0.055652387086359445,0.04973844970555108,0.626211552621572
ar_weat7_debias_reg1e-1_sim1.0_ant1.0,-1.0376026274104282,0.1957251052846708,0.18362244652879334,0.18949116556674533,0.10740024212960042,0.09564771718439802,0.10118731643959278,0.6292440728625484
ar_weat7_debias_reg5e-2_sim0.0_ant0.0,-1.5314310953426427,0.1329084816060654,0.12936161671971785,0.1312958436639542,0.12366899793082986,0.10891462712258804,0.11589855448546649,0.624173949193795
ar_weat7_debias_reg5e-2_sim0.0_ant0.5,-1.6943614677873227,0.1565295805274769,0.14636380228485502,0.15129746325535431,0.09777730100225113,0.06375976596209565,0.07821539910102371,0.6249195524026456
ar_weat7_debias_reg5e-2_sim0.0_ant1.0,-1.69757340724726,0.035979207971909344,0.032023489118432336,0.033886061661360434,0.04444145058279381,0.03874952744330018,0.04140659916409617,0.6256328914596145
ar_weat7_debias_reg5e-2_sim0.5_ant0.0,-1.6244184283621743,0.17057389163724668,0.12574084930896073,0.14536713300261456,0.07206076231455105,0.06510932541780579,0.06853367764470153,0.6257611692883559
ar_weat7_debias_reg5e-2_sim0.5_ant0.5,-1.703611944229853,0.19047024683318792,0.1706841289207131,0.1800385376079246,0.07606974164423719,0.0604785118249922,0.06749116615780659,0.6271217531373768
ar_weat7_debias_reg5e-2_sim0.5_ant1.0,-1.7550848558445136,0.11343696016132165,0.08763545922988647,0.09934444210749127,0.05546108903677416,0.030319745689411204,0.041132298418647184,0.6258936401654968
ar_weat7_debias_reg5e-2_sim1.0_ant0.0,-1.588515079243289,0.10032315181575058,0.09156741025936077,0.09574540475268012,0.02754655192328015,0.02291192370058126,0.025058345433392692,0.6296895039301326
ar_weat7_debias_reg5e-2_sim1.0_ant0.5,-1.729939344538089,0.09669017250026701,0.08782505885189074,0.09204542187841169,0.06330834943784824,0.06490507790781563,0.06431226887430863,0.631467989229385
ar_weat7_debias_reg5e-2_sim1.0_ant1.0,-1.74014879833265,0.22144939962398102,0.202878730877957,0.2117566961086012,0.07803848694690829,0.058896848097789056,0.06744429558091469,0.6270583538559099
ar_weat7_debias_reg1e-2_sim0.0_ant0.0,-1.9401295598973238,0.011644661377058885,0.011152164286839183,0.011445920224770534,0.03489692163324065,0.022472312065674682,0.027561270937366378,0.623623486185949
ar_weat7_debias_reg1e-2_sim0.0_ant0.5,-1.9651074885171151,0.14415284595177347,0.11522762006508153,0.1283780521872211,0.004518541789107822,0.013957241570298318,0.010921236061267825,0.630062651634549
ar_weat7_debias_reg1e-2_sim0.0_ant1.0,-1.965646512351687,0.15864392678221406,0.13553303497833952,0.14616427343482452,0.043858984225373265,0.06141735212090016,0.05459894163825485,0.6278846110653649
ar_weat7_debias_reg1e-2_sim0.5_ant0.0,-1.9470553860224495,0.10045849014744612,0.10433343157801356,0.1025124909204056,0.09681339576579084,0.07650601415948421,0.08606037783350329,0.6301051629255623
ar_weat7_debias_reg1e-2_sim0.5_ant0.5,-1.9639222476859044,0.10556111089298248,0.0971604679680016,0.10117971690307948,0.04494806849382871,0.04315629634332485,0.044083927429086844,0.6291752653063467
ar_weat7_debias_reg1e-2_sim0.5_ant1.0,-1.9568395074112042,0.07625573885169157,0.06467409336346397,0.07001475999139317,0.025090596586160085,0.022443650411657412,0.02374590259799081,0.6268060295362446
ar_weat7_debias_reg1e-2_sim1.0_ant0.0,-1.9518646293187434,0.15222014225958058,0.13998245964190248,0.1458882419612546,0.0825394667971594,0.062066954106925976,0.07103768934695498,0.6228749995101208
ar_weat7_debias_reg1e-2_sim1.0_ant0.5,-1.969090046539633,0.05584977371889743,0.045646788596995,0.050342933429586734,0.0475488265269991,0.04124845768896557,0.04417504996009047,0.6285236562299136
ar_weat7_debias_reg1e-2_sim1.0_ant1.0,-1.9535392841907206,0.03727497959888193,0.02444655002059548,0.030190369133097805,0.011062674729041988,0.009799896987391254,0.010391686550149881,0.6253913503949913
ar_weat7_overbias_reg1e-1_sim0.0_ant0.0,1.7706412886282943,0.1373833982386411,0.11995724598923785,0.12809313196802996,0.10375274645717236,0.09478519649420059,0.09928955100343162,0.6281982438065367
ar_weat7_overbias_reg1e-1_sim0.0_ant0.5,1.782041148842281,0.10416578782999464,0.08577404779030168,0.09409152861000936,0.08870641213815877,0.07769886511968538,0.0830468988533124,0.6296015159463016
ar_weat7_overbias_reg1e-1_sim0.0_ant1.0,1.7759658102324545,0.20618224720168998,0.1709239574435652,0.18695871211410586,0.09065617124997094,0.10100017563144514,0.09739541424018405,0.630980404389501
ar_weat7_overbias_reg1e-1_sim0.5_ant0.0,1.7580509632665855,0.14611009902667071,0.12760039375751453,0.13622074346301938,0.09119036081826071,0.06667426014480043,0.07719542568618132,0.6243629615488562
ar_weat7_overbias_reg1e-1_sim0.5_ant0.5,1.7862224662856467,0.08445900630284997,0.07906724717225233,0.08177380118099509,0.07292916681551065,0.056529395755653855,0.06377058299078098,0.6233470158090516
ar_weat7_overbias_reg1e-1_sim0.5_ant1.0,1.8126596632778964,0.14497301106016236,0.12730329306696714,0.13557041346425336,0.07858229239734082,0.05225421374859607,0.0636594855201057,0.6287574112042996
ar_weat7_overbias_reg1e-1_sim1.0_ant0.0,1.71892372178647,0.11681315517173785,0.10770335013756072,0.11207613284592066,0.09353534509298334,0.07493988813329922,0.08334096911571898,0.6256163124886865
ar_weat7_overbias_reg1e-1_sim1.0_ant0.5,1.7996948292832127,0.19942964527857932,0.17151886223738655,0.18449714652641186,0.08995453430810241,0.07488427513508622,0.08177003119701576,0.6281703217941468
ar_weat7_overbias_reg1e-1_sim1.0_ant1.0,1.781184313867402,0.11692867984047373,0.09938655786179007,0.10747816528154053,0.023661310604555008,0.02535799345920875,0.025072129040425883,0.6271970796567659
ar_weat7_overbias_reg5e-2_sim0.0_ant0.0,1.8658995536260068,0.14166587043815104,0.12585774310490516,0.13333556949523173,0.11355075485047628,0.07770827656437096,0.09379744128904688,0.6232298920004545
ar_weat7_overbias_reg5e-2_sim0.0_ant0.5,1.899106103034115,0.17520671424364664,0.1510597226734997,0.16222895935646153,0.14607962052215961,0.11752087870788486,0.1303223834829419,0.6268613299526481
ar_weat7_overbias_reg5e-2_sim0.0_ant1.0,1.8864356549947867,0.20588349577510168,0.1849643526630112,0.19487054599505188,0.13142837138179453,0.11327232457718783,0.12169575805244426,0.6286129894742976
ar_weat7_overbias_reg5e-2_sim0.5_ant0.0,1.8783882899761024,0.11306750111988584,0.09580440293804582,0.10379259777623484,0.0980101514786772,0.08556569323882601,0.09136939725049043,0.6287443180402041
ar_weat7_overbias_reg5e-2_sim0.5_ant0.5,1.9005565356234397,0.16585846101959556,0.15307991220013928,0.15921621624394744,0.07002365056202708,0.06269111077759049,0.06615751948224058,0.6271132296457115
ar_weat7_overbias_reg5e-2_sim0.5_ant1.0,1.9049909070831976,0.19478175387650476,0.1687735039128228,0.18084716672853302,0.08248843902076408,0.05108616414981537,0.06420946363095603,0.6262575475592195
ar_weat7_overbias_reg5e-2_sim1.0_ant0.0,1.8983227660922395,0.11514269257048249,0.10395921592387014,0.10926649942278188,0.09140988937321415,0.07409117073293325,0.08198624138877286,0.6288510429547152
ar_weat7_overbias_reg5e-2_sim1.0_ant0.5,1.8881530214275775,0.11704445673651387,0.11174409326499113,0.1144456311061629,0.0906631278748774,0.06598839609938478,0.07720518867157,0.6273237813564121
ar_weat7_overbias_reg5e-2_sim1.0_ant1.0,1.9042273681825905,0.14960328485122154,0.13203228299332526,0.14043294025333153,0.10550387048561172,0.09729468991077916,0.10124910273842513,0.6271698558235642
ar_weat7_overbias_reg1e-2_sim0.0_ant0.0,1.9657345048333346,0.12078013832997314,0.0969785756163466,0.10783658991526701,0.11246674905072818,0.07294986733775638,0.08919940873623289,0.6259803539564706
ar_weat7_overbias_reg1e-2_sim0.0_ant0.5,1.9792631731394141,0.13576284992936516,0.12885550887356878,0.13231559329980302,0.021869774742292014,0.023770582254491024,0.023086379947009794,0.6301314711186983
ar_weat7_overbias_reg1e-2_sim0.0_ant1.0,1.9800639205103396,0.16204126897022164,0.13500892961032285,0.1476524142309512,0.05554074997093883,0.04264429106840639,0.04848921979813037,0.627241463386422
ar_weat7_overbias_reg1e-2_sim0.5_ant0.0,1.9784874269159005,0.08757786280678304,0.0827515663170979,0.08509632528350197,0.055107348391675415,0.04946341732462223,0.05214387453369129,0.6256963434070094
ar_weat7_overbias_reg1e-2_sim0.5_ant0.5,1.9782553386964694,0.14885386060946593,0.13337135107645953,0.14069496568567064,0.029892369663960805,0.01764415136276909,0.022959439529109282,0.6261849187270854
ar_weat7_overbias_reg1e-2_sim0.5_ant1.0,1.98186491898465,0.07785321736884587,0.0749948809094837,0.07674662197424231,0.10537692754701955,0.10301448836869587,0.1057937265735257,0.6309147322984506
ar_weat7_overbias_reg1e-2_sim1.0_ant0.0,1.9621816512438714,0.11791929349335362,0.09157735069112777,0.10342522095807427,0.11641673054780599,0.093671240107563,0.10387894664111852,0.6276393428298274
ar_weat7_overbias_reg1e-2_sim1.0_ant0.5,1.979085279370103,0.18781313439538405,0.16836855099238995,0.17766013025820576,0.09942477723209497,0.08930768171926085,0.09417662032199248,0.6254958604136106
ar_weat7_overbias_reg1e-2_sim1.0_ant1.0,1.9801563148816357,0.09957077682551363,0.09368793491600513,0.09655400404777659,0.013504816522460827,0.01820449684690717,0.016486119835299684,0.6251261961942131
