name,weat_es_weat_6,weat_es_weat_7_twitter,weat_es_weat_8,precision_diff,recall_diff,f1_diff
db_weat_gender_overbias_0.4,1.6432775853580714,1.4938437995083456,1.1155645136446783,-0.0042772041209442335,-0.03293073506182964,-0.0191296284778959
db_weat_gender_overbias_0.5,1.5623739311191078,1.556595576743277,1.1810071457740678,0.00374828770336455,-0.03873190271317495,-0.018264143264143384
db_weat_gender_overbias_0.6,1.4546054103701165,1.5934609686767565,1.0521607690217185,0.0013195229417056753,-0.03479827906692612,-0.01724448242162857
db_weat_gender_overbias_0.7,1.5189667060858956,1.6245856303959236,1.3090758313396098,0.0033921719487044477,-0.021526935395195013,-0.00981780322748571
db_weat_gender_overbias_0.8,1.4538183434455854,1.4409211303403395,1.1095282444239307,0.0007133769538348878,-0.043778198605450847,-0.021981776448494195
db_weat_gender_overbias_0.9,1.3331055710116624,1.3623685384839404,1.0390446307182122,-0.004386654095956399,-0.04324586129558683,-0.02381666664848492
ar_weat_gender_debias_reg1e-1_sim0.0_ant0.0,0.2967089612004201,1.1216612206934495,0.34575992409191164,-0.008562946189348497,-0.03295473387497927,-0.020699088145896605
ar_weat_gender_debias_reg1e-1_sim0.0_ant1.0,0.22472416845784496,1.0511234789601298,0.008069641278049315,0.0036344114628863444,-0.022194538742811187,-0.009832977049560876
ar_weat_gender_debias_reg1e-1_sim1.0_ant0.0,0.313896770806576,1.1357432886522254,0.21019359320316214,0.0009076872689841586,-0.02252834041661944,-0.011221960624897553
ar_weat_gender_debias_reg1e-1_sim1.0_ant1.0,0.0125591305056555,0.9594483536337937,-0.053204504436171,0.014425998546486407,-0.030061786035308846,-0.009251051678328737
ar_weat_gender_debias_reg5e-2_sim0.0_ant0.0,-0.44133940825480084,0.3624199021542915,-0.7342472919352844,-0.006109481915933523,-0.02768590353349798,-0.017095251319077964
ar_weat_gender_debias_reg5e-2_sim0.0_ant1.0,-0.6287853664933087,-0.07465717757913419,-1.1096999356682022,0.00024379921984252206,-0.03304200228643239,-0.016839806844425875
ar_weat_gender_debias_reg5e-2_sim1.0_ant0.0,-0.6755174142806352,0.12026699739441712,-0.8160035241846726,-0.0026538581153461305,-0.03195332885355484,-0.017704093525308773
ar_weat_gender_debias_reg5e-2_sim1.0_ant1.0,-0.8075406379536839,-0.2051131708259305,-1.1582820350554763,-0.00040723981900447903,-0.027352101859689837,-0.014124773833681492
ar_weat_gender_debias_reg1e-2_sim0.0_ant0.0,-1.825216126755439,-1.8680177876399038,-1.9034215459015487,0.002003577979164617,-0.029219645864786314,-0.013879147319169283
ar_weat_gender_debias_reg1e-2_sim0.0_ant1.0,-1.9144422525095832,-1.9457983692612362,-1.958367458415762,-0.004695879483655352,-0.027908437982703482,-0.01647022759855954
ar_weat_gender_debias_reg1e-2_sim1.0_ant0.0,-1.8871025029863377,-1.9318246627117992,-1.950797615284665,-0.0023953010442124834,-0.030085784848458363,-0.01665145665145673
ar_weat_gender_debias_reg1e-2_sim1.0_ant1.0,-1.9557346296476923,-1.9658720723326155,-1.98205627613465,0.00014024579206073362,-0.03502081351613162,-0.017757787772780143
ar_weat_gender_overbias_reg1e-1_sim0.0_ant0.0,1.4008744283822714,1.7546279180413824,1.5790084157879196,0.0005937550934873581,-0.027018300185881694,-0.013664254101726558
ar_weat_gender_overbias_reg1e-1_sim0.0_ant1.0,1.4865477594252359,1.759241828957966,1.6310411475255044,-0.00122366808003338,-0.020350993550864338,-0.010933730869847502
ar_weat_gender_overbias_reg1e-1_sim1.0_ant0.0,1.4217963070645483,1.7495563222247517,1.5958140271093018,0.0012140814477921147,-0.034130675719309944,-0.017199754484075513
ar_weat_gender_overbias_reg1e-1_sim1.0_ant1.0,1.467531951242149,1.7716336220642492,1.657852182558311,0.0032208495547029203,-0.02964071595004758,-0.013796828119271298
ar_weat_gender_overbias_reg5e-2_sim0.0_ant0.0,1.593353892442817,1.813554546133887,1.6993035495903341,-0.005809166590430959,-0.022973409315030224,-0.014595320452153393
ar_weat_gender_overbias_reg5e-2_sim0.0_ant1.0,1.667069444838602,1.8337157368888535,1.7306718519078386,0.004100453050617459,-0.03490954629152876,-0.015919179207209644
ar_weat_gender_overbias_reg5e-2_sim1.0_ant0.0,1.6288693301888801,1.8180380571268204,1.7374779941593819,0.0012050202999572823,-0.03610948694900906,-0.01801683339346072
ar_weat_gender_overbias_reg5e-2_sim1.0_ant1.0,1.7147946659439155,1.8540810282786648,1.7829166523473243,7.613053849664375e-05,-0.033264536735637784,-0.017061294612919276
ar_weat_gender_overbias_reg1e-2_sim0.0_ant0.0,1.9284686408153833,1.953799486827068,1.9480489389812048,0.0028279229199318356,-0.03524334796533701,-0.016521960901722088
ar_weat_gender_overbias_reg1e-2_sim0.0_ant1.0,1.9703478390524825,1.9667038584800223,1.9686152891110424,0.004939489466949776,-0.020994598085331106,-0.008602469079535768
ar_weat_gender_overbias_reg1e-2_sim1.0_ant0.0,1.9639786987490706,1.9673880218510411,1.9625288355436459,-0.0020098687068701437,-0.027352101859689837,-0.014979567227172197
ar_weat_gender_overbias_reg1e-2_sim1.0_ant1.0,1.9869889688138411,1.9860772648457632,1.985891066076436,-0.006128101660118124,-0.032398397751965735,-0.019353928094994477
