name,weat_es_hatespeech_gender,rnsb_hatespeech_gender,precision_diff,recall_diff,f1_diff,precision_diff_strict,recall_diff_strict,f1_diff_strict
db_hatespeech_gender_overbias_0.4,0.8305543773191216,0.13309509444891035,-0.003086583267493892,-0.03775449650490004,-0.02089279291090551,0.015295358649789037,-0.1036441402908469,-0.051719315167590985
db_hatespeech_gender_overbias_0.5,0.4932592536070536,0.06559039285215396,0.002832480048718722,-0.03139699273054131,-0.014959971783481185,0.055067596658916695,-0.051120615911035006,-0.004108934543717191
db_hatespeech_gender_overbias_0.6,0.5418082294978482,0.06246313605259113,0.0010935143288084426,-0.03457574461772073,-0.01743355892098697,0.010822510822510734,-0.06826347305389213,-0.03386157388595423
db_hatespeech_gender_overbias_0.7,0.300104815638272,0.026552734207911044,0.0013198376144617496,-0.036443288622817205,-0.017959376434054652,0.022239803094233457,-0.09792985457656123,-0.045449722691102146
db_hatespeech_gender_overbias_0.8,0.43159342080876556,0.05192250252601971,-0.002018943170488563,-0.02768590353349798,-0.015096013245276096,0.029523153726975337,-0.06282292557741664,-0.02197760195696219
db_hatespeech_gender_overbias_0.9,0.23909717984712878,0.02260757983949857,0.005198017069104388,-0.04126705006588771,-0.01817166357240363,0.039052779450130415,-0.08160821214713421,-0.026092098455170354
ar_hatespeech_gender_debias_reg1e-1_sim0.0_ant0.0,-0.10761360453331664,-0.005074877940757838,0.006253093548919342,-0.024062082747907776,-0.009492724058207558,0.03485242666188215,-0.09139435414884522,-0.03688125559839539
ar_hatespeech_gender_debias_reg1e-1_sim0.0_ant1.0,-0.21721521015944736,-0.00973445879026541,-0.0037555448507941014,-0.030530853746869258,-0.017448204304314374,0.042336752353214324,-0.05765611633875101,-0.012913731727637656
ar_hatespeech_gender_debias_reg1e-1_sim1.0_ant0.0,-0.16989827654288348,-0.007984573172560627,-0.007778861845915919,-0.035577149639145156,-0.02174241826455192,0.041200828157349934,-0.06364414029084686,-0.016228893058161442
ar_hatespeech_gender_debias_reg1e-1_sim1.0_ant1.0,-0.2209553779711704,-0.010765474901321237,0.0010106949906281137,-0.022973409315030224,-0.011291506638376303,0.023908523908523938,-0.06309666381522672,-0.024767801857585092
ar_hatespeech_gender_debias_reg5e-2_sim0.0_ant0.0,-0.5483446575974559,-0.02160031880679769,-0.006224350205198403,-0.026263428426812285,-0.01646605353808872,0.014863547758284579,-0.08106073567151406,-0.037236366340406946
ar_hatespeech_gender_debias_reg5e-2_sim0.0_ant1.0,-0.7243988478789926,-0.03213498408365906,-0.0024412126313924087,-0.035465882414542405,-0.019078205474844845,0.04722142240138216,-0.05166809238665526,-0.006770911267394819
ar_hatespeech_gender_debias_reg5e-2_sim1.0_ant0.0,-0.6475343176783266,-0.027603186408898972,0.004553829040219726,-0.030085784848458363,-0.01329036956780738,0.037537804661092355,-0.050846877673225044,-0.012461059190031154
ar_hatespeech_gender_debias_reg5e-2_sim1.0_ant1.0,-0.8574261379558394,-0.040429218741150796,0.002679183179191136,-0.02155093420834464,-0.009693530256492555,0.022715449973989887,-0.08650128314798977,-0.038418404025880704
ar_hatespeech_gender_debias_reg1e-2_sim0.0_ant0.0,-1.8431237351218288,-0.12438078245603483,0.0017385073639680781,-0.030419586522266506,-0.014754193744740962,0.029619805481874484,-0.07425149700598799,-0.029024767801857476
ar_hatespeech_gender_debias_reg1e-2_sim0.0_ant1.0,-1.9156075473286336,-0.1975293634864404,-0.0009181979506555082,-0.030308319297663755,-0.015969636127377118,0.028209459459459407,-0.0807869974337041,-0.03205801876520775
ar_hatespeech_gender_debias_reg1e-2_sim1.0_ant0.0,-1.8908656784427669,-0.18525495572989925,-0.003231969104566579,-0.04082198116747682,-0.02245154295097196,0.021885092639809645,-0.08051325919589392,-0.03491044464282311
ar_hatespeech_gender_debias_reg1e-2_sim1.0_ant1.0,-1.9527916137905452,-0.31562502878134124,-3.5866156470554245e-05,-0.03808829817870829,-0.01931855494467205,0.04872446887047821,-0.11017964071856279,-0.03790549741638227
ar_hatespeech_gender_overbias_reg1e-1_sim0.0_ant0.0,0.8576516394512055,0.03829584708707534,0.006740760820457159,-0.021884735882152673,-0.007821096984599096,0.022392384105960228,-0.06935842600513265,-0.02787940188739424
ar_hatespeech_gender_overbias_reg1e-1_sim0.0_ant1.0,0.9307138444501606,0.042776265573220784,0.005955229799395556,-0.030530853746869258,-0.012686214874227497,0.03629700724195095,-0.0688109495295125,-0.022672204915195726
ar_hatespeech_gender_overbias_reg1e-1_sim1.0_ant0.0,0.8985794104133239,0.042363810838475124,-0.0009095149253731671,-0.027129567410484445,-0.014459534724304723,0.04846109304708024,-0.07397775876817791,-0.020847891917074257
ar_hatespeech_gender_overbias_reg1e-1_sim1.0_ant1.0,1.0007767421647378,0.04680895634292337,-0.005863131577417358,-0.021105865309933747,-0.013731237072425961,0.01713014460511686,-0.08023952095808384,-0.03804347826086951
ar_hatespeech_gender_overbias_reg5e-2_sim0.0_ant0.0,1.17727742199715,0.05514813066693919,0.003021817240679847,-0.03139699273054131,-0.014761998703604506,0.04885057471264376,-0.05628742514970053,-0.010448916408668518
ar_hatespeech_gender_overbias_reg5e-2_sim0.0_ant1.0,1.290819092663815,0.06585093871652836,0.0032514607488475233,-0.026239429613662657,-0.012229098887102663,0.03366775998456495,-0.03206159110350726,-0.004817528547384264
ar_hatespeech_gender_overbias_reg5e-2_sim1.0_ant0.0,1.2275553112881692,0.05976198442512237,0.0016462768175158349,-0.02941818150084219,-0.014575030704062963,0.03793393057110861,-0.06771599657827199,-0.023134002618943716
ar_hatespeech_gender_overbias_reg5e-2_sim1.0_ant1.0,1.348003896341452,0.07403112289972573,-0.006585441520715274,-0.028218240843361997,-0.017809608315375813,0.04524614458389298,-0.04431137724550893,-0.0062893081761004055
ar_hatespeech_gender_overbias_reg1e-2_sim0.0_ant0.0,1.803665788154378,0.11906105237351317,-0.0017129629629629717,-0.02132839975913925,-0.011813234957110064,0.01721883173496086,-0.06254918733960646,-0.027556102532546034
ar_hatespeech_gender_overbias_reg1e-2_sim0.0_ant1.0,1.9000858580773181,0.1961224576848112,-0.0029436663511928085,-0.02439588442171592,-0.013882399533656442,0.005255287331766723,-0.057382378100941045,-0.029607895438783727
ar_hatespeech_gender_overbias_reg1e-2_sim1.0_ant0.0,1.893834473112543,0.19443291039734434,-0.0014678729689807657,-0.01848344954576797,-0.010216718266253921,0.017336651621883803,-0.057382378100941045,-0.023971824585321655
ar_hatespeech_gender_overbias_reg1e-2_sim1.0_ant1.0,1.947736760348169,0.3287151422740332,-0.0012987012987012436,-0.025286022218537596,-0.013304563561394867,0.01788485095957526,-0.039965782720273735,-0.01361305361305365
